amount,time_of_day,location_risk,transaction_type
130.68,18,0.066,PURCHASE
58.12,12,0.129,TRANSFER
75.67,10,0.108,PAYMENT
40.17,20,0.375,PURCHASE
134.26,18,0.125,PURCHASE
4.63,12,0.067,PAYMENT
17.13,19,0.114,PAYMENT
35.49,7,0.508,PAYMENT
13.25,17,0.439,PURCHASE
181.52,7,0.69,WITHDRAWAL
87.56,8,0.32,TRANSFER
3.82,20,0.483,TRANSFER
1873.64,9,0.095,TRANSFER
79.29,13,0.291,PAYMENT
44.15,17,0.289,PURCHASE
23.36,9,0.098,PURCHASE
167.07,8,0.326,WITHDRAWAL
11.24,13,0.32,PAYMENT
39.16,13,0.406,PURCHASE
17.79,21,0.251,PURCHASE
7.55,16,0.604,PAYMENT
5.16,14,0.237,PAYMENT
25.41,17,0.3,TRANSFER
0.88,22,0.516,PURCHASE
95.42,17,0.169,PURCHASE
15.47,12,0.045,PAYMENT
332.83,7,0.212,WITHDRAWAL
43.76,13,0.055,PAYMENT
252.97,18,0.344,PURCHASE
114.22,19,0.079,WITHDRAWAL
49.7,11,0.173,PURCHASE
5.23,17,0.15,WITHDRAWAL
77.78,20,0.154,WITHDRAWAL
116.56,14,0.184,WITHDRAWAL
8.02,20,0.191,PURCHASE
19.3,10,0.155,PAYMENT
25.28,20,0.131,TRANSFER
42.8,17,0.497,WITHDRAWAL
44.86,17,0.009,WITHDRAWAL
73.02,14,0.308,TRANSFER
28.0,8,0.514,WITHDRAWAL
12.88,10,0.196,PAYMENT
38.9,11,0.583,WITHDRAWAL
90.81,20,0.522,PAYMENT
35.25,21,0.078,TRANSFER
19.67,11,0.409,PURCHASE
32.53,9,0.17,WITHDRAWAL
30.75,9,0.481,TRANSFER
86.62,14,0.343,WITHDRAWAL
2.23,19,0.196,TRANSFER
89.57,14,0.288,PURCHASE
39.52,10,0.713,PURCHASE
11.94,19,0.117,PURCHASE
19.23,16,0.236,TRANSFER
17.64,13,0.236,TRANSFER
2.63,13,0.695,WITHDRAWAL
146.75,8,0.092,TRANSFER
12.9,16,0.192,TRANSFER
2464.78,9,0.271,WITHDRAWAL
71.46,17,0.307,PURCHASE
117.62,9,0.04,TRANSFER
123.18,12,0.325,PAYMENT
8.84,15,0.372,TRANSFER
3.19,16,0.15,PAYMENT
41.53,7,0.078,PAYMENT
16.49,20,0.181,WITHDRAWAL
11.73,15,0.19,PAYMENT
53.95,17,0.301,PURCHASE
11.64,17,0.132,WITHDRAWAL
10.08,13,0.839,PURCHASE
172.44,17,0.091,PURCHASE
4.13,22,0.329,TRANSFER
88.16,22,0.207,WITHDRAWAL
29.67,8,0.759,WITHDRAWAL
56.07,17,0.643,PAYMENT
70.16,17,0.302,TRANSFER
375.2,20,0.108,PAYMENT
60.26,17,0.279,WITHDRAWAL
18.51,13,0.397,PAYMENT
27.97,16,0.245,PURCHASE
29.52,17,0.501,PAYMENT
54.65,13,0.22,TRANSFER
19.92,16,0.21,PAYMENT
200.37,14,0.339,PURCHASE
208.61,17,0.36,WITHDRAWAL
14.95,7,0.493,PAYMENT
38.75,16,0.384,PURCHASE
7.23,13,0.381,WITHDRAWAL
46.66,22,0.323,PAYMENT
382.83,21,0.437,WITHDRAWAL
35.37,21,0.185,PAYMENT
20.51,7,0.142,PURCHASE
230.9,13,0.668,PAYMENT
30.43,20,0.384,PURCHASE
96.58,12,0.289,PAYMENT
41.53,15,0.337,TRANSFER
6.58,7,0.208,PAYMENT
100.67,12,0.223,TRANSFER
34.06,17,0.106,WITHDRAWAL
10.57,10,0.264,PAYMENT
9.61,8,0.593,PURCHASE
132.37,15,0.17,PAYMENT
30.76,21,0.554,PAYMENT
8.2,15,0.058,PURCHASE
77.72,13,0.48,PURCHASE
60.56,7,0.295,TRANSFER
88.95,18,0.222,PAYMENT
20.09,22,0.447,PURCHASE
5.12,7,0.172,PAYMENT
1.44,10,0.458,WITHDRAWAL
51.94,14,0.187,WITHDRAWAL
32.54,11,0.285,WITHDRAWAL
13.21,18,0.33,TRANSFER
10.78,20,0.643,PAYMENT
299.2,9,0.241,TRANSFER
23.89,9,0.092,WITHDRAWAL
156.11,16,0.076,TRANSFER
5.43,10,0.441,PURCHASE
912.1,15,0.25,PAYMENT
44.86,8,0.149,PAYMENT
13.37,14,0.226,PURCHASE
23.39,12,0.542,TRANSFER
28.23,22,0.269,TRANSFER
10.14,11,0.46,PURCHASE
50.06,15,0.431,PURCHASE
67.57,7,0.301,PAYMENT
428.77,15,0.312,WITHDRAWAL
13.42,19,0.196,WITHDRAWAL
10.44,15,0.231,WITHDRAWAL
5.92,16,0.399,PURCHASE
16.41,13,0.155,PAYMENT
8.45,7,0.058,PURCHASE
657.91,20,0.443,PAYMENT
143.16,13,0.337,PURCHASE
86.63,17,0.25,PURCHASE
85.32,8,0.024,PAYMENT
26.55,12,0.044,PAYMENT
73.15,7,0.33,TRANSFER
8.73,10,0.203,PAYMENT
91.23,16,0.194,TRANSFER
54.57,7,0.37,PAYMENT
52.05,21,0.126,TRANSFER
6.97,21,0.143,WITHDRAWAL
1015.26,12,0.267,WITHDRAWAL
13.2,15,0.077,WITHDRAWAL
121.31,14,0.318,PURCHASE
8.8,11,0.277,PURCHASE
6.36,10,0.234,PAYMENT
77.04,9,0.264,WITHDRAWAL
32.01,22,0.142,PURCHASE
207.79,12,0.266,WITHDRAWAL
297.31,16,0.199,PURCHASE
97.41,14,0.214,TRANSFER
6.95,20,0.141,TRANSFER
21.86,14,0.064,TRANSFER
44.57,12,0.118,WITHDRAWAL
18.31,14,0.251,TRANSFER
193.0,19,0.556,PURCHASE
197.1,9,0.158,WITHDRAWAL
5.6,10,0.016,TRANSFER
58.88,13,0.155,TRANSFER
22.17,8,0.189,TRANSFER
33.4,8,0.523,PURCHASE
856.76,10,0.197,PURCHASE
135.1,21,0.086,TRANSFER
126.09,15,0.286,TRANSFER
667.6,12,0.313,PURCHASE
9.67,7,0.051,WITHDRAWAL
145.04,10,0.659,PAYMENT
56.86,17,0.479,PURCHASE
1.57,11,0.172,WITHDRAWAL
73.59,9,0.135,PURCHASE
302.28,19,0.402,WITHDRAWAL
279.61,10,0.108,TRANSFER
161.98,11,0.184,PURCHASE
1831.42,13,0.635,PURCHASE
33.22,11,0.421,WITHDRAWAL
26.32,17,0.186,TRANSFER
48.74,20,0.131,TRANSFER
19.18,18,0.075,WITHDRAWAL
44.26,14,0.413,PURCHASE
14.82,8,0.17,WITHDRAWAL
135.97,12,0.144,WITHDRAWAL
61.77,19,0.494,TRANSFER
35.17,10,0.055,PAYMENT
4487.92,11,0.17,PAYMENT
13.57,8,0.239,WITHDRAWAL
187.65,17,0.164,PURCHASE
20.31,17,0.188,PURCHASE
20.46,21,0.574,PURCHASE
45.01,10,0.166,TRANSFER
73.71,22,0.204,WITHDRAWAL
40.71,15,0.125,PURCHASE
158.17,14,0.358,PAYMENT
6.8,12,0.086,PURCHASE
99.27,15,0.496,WITHDRAWAL
88.32,8,0.23,PAYMENT
29.31,15,0.271,PURCHASE
40.58,8,0.507,TRANSFER
51.97,17,0.425,PAYMENT
183.46,12,0.268,PAYMENT
32.88,12,0.091,PURCHASE
103.85,12,0.278,PAYMENT
108.13,8,0.149,PAYMENT
249.69,8,0.132,PAYMENT
249.47,13,0.357,PURCHASE
110.72,18,0.514,PURCHASE
708.15,15,0.182,TRANSFER
111.77,13,0.242,PURCHASE
20.97,11,0.152,PAYMENT
330.7,8,0.084,PAYMENT
28.61,12,0.475,WITHDRAWAL
70.31,15,0.127,PURCHASE
63.54,17,0.332,PURCHASE
20.49,14,0.41,PURCHASE
1807.09,14,0.201,PURCHASE
45.46,14,0.146,WITHDRAWAL
33.14,7,0.2,TRANSFER
4.38,10,0.195,TRANSFER
39.0,8,0.208,PAYMENT
509.53,16,0.416,TRANSFER
12.57,11,0.334,PAYMENT
91.1,7,0.137,WITHDRAWAL
23.3,7,0.282,TRANSFER
59.01,13,0.501,TRANSFER
2.4,17,0.211,WITHDRAWAL
150.86,22,0.378,PURCHASE
2.87,7,0.235,TRANSFER
91.06,16,0.438,PURCHASE
89.1,17,0.13,PURCHASE
21.71,7,0.634,TRANSFER
7.92,7,0.309,WITHDRAWAL
14.23,16,0.075,PAYMENT
17.94,9,0.554,PAYMENT
332.78,7,0.174,PAYMENT
34.25,17,0.241,PURCHASE
74.85,15,0.595,WITHDRAWAL
16.63,9,0.077,PAYMENT
68.17,22,0.284,WITHDRAWAL
29.58,14,0.108,TRANSFER
420.19,11,0.077,PURCHASE
19.41,10,0.301,WITHDRAWAL
65.55,10,0.361,PAYMENT
21.41,11,0.575,WITHDRAWAL
84.96,15,0.673,TRANSFER
99.1,11,0.462,PURCHASE
33.89,16,0.224,PURCHASE
38.83,12,0.377,TRANSFER
26.55,13,0.231,PURCHASE
17.67,16,0.025,PURCHASE
1999.32,7,0.422,PAYMENT
35.73,12,0.354,TRANSFER
148.08,22,0.513,WITHDRAWAL
5.14,12,0.586,PURCHASE
1761.85,14,0.276,PURCHASE
80.87,14,0.217,TRANSFER
69.05,8,0.154,TRANSFER
43.0,17,0.5,TRANSFER
20.05,10,0.203,WITHDRAWAL
12.79,18,0.12,PAYMENT
15.97,11,0.381,PURCHASE
45.37,7,0.353,WITHDRAWAL
12.58,15,0.24,PURCHASE
149.98,13,0.416,PURCHASE
5.55,13,0.397,WITHDRAWAL
56.47,10,0.58,WITHDRAWAL
48.75,15,0.55,PURCHASE
5.21,20,0.532,PAYMENT
66.52,13,0.218,PURCHASE
33.8,21,0.436,PAYMENT
93.81,8,0.256,PAYMENT
10.94,17,0.192,PAYMENT
237.25,8,0.368,TRANSFER
21.9,20,0.3,PAYMENT
1637.8,22,0.222,TRANSFER
621.49,16,0.186,TRANSFER
722.17,12,0.269,TRANSFER
98.26,17,0.185,PURCHASE
16.78,8,0.172,PURCHASE
30.18,18,0.21,PAYMENT
11.74,14,0.374,PAYMENT
73.33,12,0.453,TRANSFER
3.96,17,0.178,TRANSFER
5.24,15,0.303,PAYMENT
5.23,16,0.224,PAYMENT
50.37,14,0.206,PAYMENT
103.18,11,0.42,PAYMENT
187.42,19,0.294,PURCHASE
60.86,9,0.133,PAYMENT
138.11,21,0.731,WITHDRAWAL
9.8,14,0.58,PURCHASE
303.16,10,0.156,WITHDRAWAL
40.36,9,0.209,TRANSFER
102.7,11,0.07,WITHDRAWAL
301.71,17,0.497,TRANSFER
372.85,13,0.163,PURCHASE
136.46,9,0.082,TRANSFER
9.07,21,0.06,PURCHASE
8.9,16,0.322,WITHDRAWAL
26.03,22,0.15,PURCHASE
1064.41,15,0.568,PAYMENT
34.35,13,0.203,TRANSFER
3.09,10,0.138,TRANSFER
18.77,20,0.156,PURCHASE
179.7,20,0.209,PAYMENT
266.17,15,0.416,PAYMENT
8.58,17,0.377,WITHDRAWAL
138.8,14,0.21,TRANSFER
112.53,19,0.242,WITHDRAWAL
87.13,10,0.353,TRANSFER
170.86,13,0.08,TRANSFER
341.82,10,0.187,PAYMENT
4.99,17,0.101,PURCHASE
215.37,10,0.261,TRANSFER
1344.37,14,0.107,TRANSFER
404.34,20,0.379,WITHDRAWAL
65.85,8,0.464,WITHDRAWAL
63.64,15,0.616,WITHDRAWAL
372.36,15,0.218,WITHDRAWAL
16.87,11,0.246,WITHDRAWAL
10.76,21,0.121,WITHDRAWAL
118.71,19,0.256,PURCHASE
188.19,14,0.189,PURCHASE
17.97,21,0.144,TRANSFER
2.51,17,0.337,TRANSFER
298.09,17,0.317,WITHDRAWAL
278.29,14,0.169,TRANSFER
67.59,12,0.355,PURCHASE
126.62,16,0.168,TRANSFER
563.37,7,0.245,PURCHASE
30.67,18,0.405,WITHDRAWAL
29.83,14,0.277,TRANSFER
423.82,13,0.285,WITHDRAWAL
6.31,12,0.174,PAYMENT
52.3,14,0.176,PURCHASE
117.1,16,0.536,TRANSFER
5.9,8,0.128,PURCHASE
48.99,15,0.059,WITHDRAWAL
1370.16,17,0.238,PAYMENT
171.43,19,0.368,PAYMENT
3.98,8,0.251,WITHDRAWAL
151.83,20,0.296,PAYMENT
34.63,17,0.097,PAYMENT
126.36,9,0.245,TRANSFER
1.86,14,0.368,PURCHASE
6.34,9,0.096,PURCHASE
116.7,17,0.107,PURCHASE
60.01,19,0.193,WITHDRAWAL
28.23,19,0.609,WITHDRAWAL
193.33,7,0.125,WITHDRAWAL
53.1,14,0.251,PURCHASE
15.9,8,0.505,WITHDRAWAL
94.28,15,0.274,TRANSFER
409.83,17,0.502,WITHDRAWAL
3.05,15,0.293,WITHDRAWAL
30.86,22,0.048,PAYMENT
222.05,14,0.252,PURCHASE
249.05,16,0.133,TRANSFER
18.31,16,0.188,PURCHASE
23.3,20,0.141,PAYMENT
8.46,16,0.427,TRANSFER
57.92,13,0.036,PURCHASE
46.35,14,0.542,TRANSFER
3.49,13,0.15,PAYMENT
39.92,12,0.106,TRANSFER
186.68,13,0.13,PAYMENT
230.11,10,0.088,TRANSFER
19.11,14,0.085,PURCHASE
473.75,16,0.069,TRANSFER
104.75,11,0.189,TRANSFER
6.69,7,0.218,PAYMENT
10.07,21,0.252,PURCHASE
13.74,17,0.215,WITHDRAWAL
172.11,15,0.065,PAYMENT
86.54,8,0.481,TRANSFER
150.05,20,0.084,PAYMENT
240.59,17,0.162,PAYMENT
16.9,15,0.566,PAYMENT
4.21,19,0.444,TRANSFER
27.02,15,0.234,PAYMENT
6.87,16,0.119,PAYMENT
36.01,19,0.301,PAYMENT
53.67,9,0.535,TRANSFER
47.61,16,0.186,TRANSFER
9.36,22,0.417,PAYMENT
14.13,17,0.155,WITHDRAWAL
10.11,8,0.103,WITHDRAWAL
38.53,14,0.259,WITHDRAWAL
8.34,21,0.074,WITHDRAWAL
225.18,11,0.122,WITHDRAWAL
37.7,10,0.023,TRANSFER
66.03,9,0.251,PAYMENT
124.87,8,0.297,WITHDRAWAL
48.06,22,0.201,PURCHASE
173.39,14,0.48,WITHDRAWAL
556.95,20,0.198,PAYMENT
97.45,18,0.44,WITHDRAWAL
146.4,10,0.195,TRANSFER
80.0,8,0.187,TRANSFER
18.56,7,0.451,WITHDRAWAL
39.66,11,0.023,WITHDRAWAL
38.39,18,0.36,PURCHASE
180.21,9,0.246,PAYMENT
29.73,21,0.074,PAYMENT
50.31,7,0.088,WITHDRAWAL
15.21,12,0.549,PAYMENT
28.59,19,0.081,WITHDRAWAL
27.98,9,0.497,PURCHASE
156.74,7,0.155,TRANSFER
1634.15,17,0.609,PURCHASE
67.61,12,0.123,PURCHASE
6.75,15,0.243,TRANSFER
38.71,18,0.554,PAYMENT
253.79,14,0.313,PAYMENT
83.08,18,0.367,PURCHASE
72.0,12,0.296,TRANSFER
270.46,21,0.146,WITHDRAWAL
159.78,11,0.364,TRANSFER
52.31,9,0.704,PAYMENT
39.12,11,0.474,PAYMENT
136.16,12,0.229,WITHDRAWAL
41.16,19,0.261,PAYMENT
200.43,22,0.357,TRANSFER
3.48,17,0.488,WITHDRAWAL
226.25,22,0.563,TRANSFER
107.42,12,0.398,PAYMENT
41.54,10,0.305,PURCHASE
624.88,12,0.264,WITHDRAWAL
9.42,15,0.656,PURCHASE
95.12,7,0.104,PURCHASE
32.2,9,0.272,PAYMENT
254.57,20,0.268,WITHDRAWAL
51.55,14,0.377,PAYMENT
96.68,8,0.39,PURCHASE
293.88,14,0.187,TRANSFER
30.79,13,0.25,PAYMENT
55.61,11,0.277,PAYMENT
126.68,11,0.083,TRANSFER
17.94,15,0.649,PURCHASE
42.83,15,0.504,PURCHASE
11.19,16,0.116,PAYMENT
14.18,13,0.295,PURCHASE
111.55,18,0.363,WITHDRAWAL
8.5,10,0.254,PURCHASE
41.95,19,0.753,PAYMENT
26.39,20,0.28,WITHDRAWAL
40.14,7,0.161,TRANSFER
26.51,10,0.03,PAYMENT
35.9,19,0.175,PAYMENT
191.28,16,0.484,PAYMENT
8.75,11,0.72,PAYMENT
25.05,9,0.238,PURCHASE
893.89,9,0.179,PURCHASE
15.88,10,0.136,PAYMENT
45.73,15,0.194,PAYMENT
75.96,19,0.186,PAYMENT
8.21,16,0.448,WITHDRAWAL
32.29,7,0.335,PAYMENT
98.34,15,0.411,WITHDRAWAL
23.62,14,0.265,PURCHASE
12.17,14,0.048,WITHDRAWAL
4.59,8,0.18,PAYMENT
138.52,10,0.147,PURCHASE
288.52,17,0.276,PURCHASE
23.94,16,0.331,WITHDRAWAL
45.27,7,0.077,PURCHASE
45.37,18,0.374,WITHDRAWAL
3.59,16,0.108,PURCHASE
4.87,8,0.261,WITHDRAWAL
96.4,8,0.453,WITHDRAWAL
65.51,15,0.411,WITHDRAWAL
82.94,13,0.259,PAYMENT
5.1,10,0.635,TRANSFER
366.8,17,0.538,PURCHASE
5.2,12,0.126,PURCHASE
589.56,21,0.454,WITHDRAWAL
422.95,14,0.025,PAYMENT
708.76,8,0.307,PURCHASE
262.88,17,0.471,WITHDRAWAL
2.19,7,0.082,TRANSFER
53.72,10,0.322,PAYMENT
55.57,7,0.06,PURCHASE
279.64,12,0.592,PAYMENT
25.83,14,0.409,PAYMENT
81.36,12,0.663,PURCHASE
847.58,14,0.114,PAYMENT
80.74,15,0.344,WITHDRAWAL
64.21,11,0.343,PURCHASE
29.67,16,0.12,TRANSFER
424.95,10,0.178,PAYMENT
754.68,16,0.12,WITHDRAWAL
7.79,10,0.621,TRANSFER
421.94,17,0.503,PURCHASE
4.17,20,0.5,TRANSFER
334.45,21,0.377,PAYMENT
16.14,14,0.166,TRANSFER
23.32,13,0.471,TRANSFER
24.23,14,0.073,PAYMENT
328.26,7,0.275,PURCHASE
106.35,11,0.246,PURCHASE
17.67,18,0.459,WITHDRAWAL
99.81,16,0.048,PAYMENT
2.3,17,0.357,TRANSFER
605.8,9,0.147,PAYMENT
139.64,17,0.069,WITHDRAWAL
9.39,15,0.415,TRANSFER
25.08,14,0.328,WITHDRAWAL
80.96,10,0.241,TRANSFER
59.51,14,0.098,WITHDRAWAL
6.61,20,0.176,TRANSFER
539.83,22,0.399,PURCHASE
379.13,17,0.707,TRANSFER
1150.17,15,0.361,WITHDRAWAL
998.55,15,0.207,PURCHASE
284.96,9,0.162,TRANSFER
3.7,8,0.222,WITHDRAWAL
27.05,18,0.277,TRANSFER
67.04,14,0.384,PURCHASE
75.64,12,0.276,PAYMENT
104.0,17,0.118,PURCHASE
41.18,18,0.303,TRANSFER
574.39,15,0.241,WITHDRAWAL
112.84,19,0.545,PAYMENT
11.57,7,0.729,PAYMENT
6.88,10,0.158,PURCHASE
235.73,11,0.219,TRANSFER
117.85,9,0.074,PURCHASE
422.88,13,0.267,WITHDRAWAL
22.3,22,0.297,WITHDRAWAL
217.72,11,0.341,WITHDRAWAL
234.91,20,0.163,TRANSFER
80.76,15,0.422,PAYMENT
26.53,19,0.346,TRANSFER
32.06,14,0.414,PURCHASE
318.77,18,0.631,TRANSFER
145.92,16,0.177,PURCHASE
52.91,10,0.241,TRANSFER
10.82,14,0.235,PURCHASE
8.17,7,0.261,PURCHASE
60.82,17,0.063,PAYMENT
24.45,8,0.217,PURCHASE
318.74,13,0.258,WITHDRAWAL
52.08,11,0.379,PURCHASE
47.95,9,0.217,TRANSFER
26.75,12,0.35,PURCHASE
53.82,14,0.522,WITHDRAWAL
1144.59,20,0.064,TRANSFER
41.43,12,0.426,PAYMENT
87.98,18,0.042,PAYMENT
57.63,22,0.454,PAYMENT
13.01,13,0.139,PURCHASE
7.73,10,0.21,PAYMENT
64.95,13,0.249,WITHDRAWAL
289.32,12,0.666,TRANSFER
78.97,15,0.025,PURCHASE
67.53,7,0.444,WITHDRAWAL
177.22,17,0.427,PURCHASE
167.2,12,0.377,WITHDRAWAL
1.69,15,0.311,PURCHASE
51.83,8,0.497,PURCHASE
3.16,7,0.344,PURCHASE
29.15,18,0.005,PAYMENT
20.69,13,0.2,WITHDRAWAL
18.44,16,0.094,PAYMENT
173.0,20,0.241,WITHDRAWAL
754.66,15,0.725,TRANSFER
94.74,22,0.172,PURCHASE
72.14,9,0.055,PURCHASE
23.2,15,0.094,WITHDRAWAL
36.96,15,0.328,WITHDRAWAL
31.28,7,0.302,TRANSFER
387.18,11,0.081,TRANSFER
199.01,15,0.567,WITHDRAWAL
80.83,15,0.306,TRANSFER
68.79,14,0.253,WITHDRAWAL
110.82,13,0.252,TRANSFER
38.31,10,0.384,WITHDRAWAL
56.3,20,0.252,PURCHASE
3.43,11,0.183,PURCHASE
189.43,13,0.064,TRANSFER
13.38,9,0.444,TRANSFER
112.69,19,0.255,WITHDRAWAL
3.37,19,0.469,PAYMENT
587.44,8,0.482,PAYMENT
809.61,10,0.124,PAYMENT
81.73,20,0.121,PAYMENT
3.33,13,0.153,WITHDRAWAL
74.47,11,0.032,TRANSFER
18.61,9,0.38,WITHDRAWAL
71.59,16,0.188,PAYMENT
10.3,11,0.257,TRANSFER
213.95,22,0.151,TRANSFER
2.6,10,0.421,TRANSFER
17.74,15,0.157,TRANSFER
29.71,8,0.079,TRANSFER
15.01,15,0.182,WITHDRAWAL
366.89,13,0.359,PAYMENT
4.75,7,0.301,PAYMENT
97.06,12,0.039,PURCHASE
11.47,11,0.161,TRANSFER
113.48,17,0.388,TRANSFER
147.36,19,0.106,PURCHASE
5855.22,16,0.056,PAYMENT
60.51,21,0.297,PURCHASE
335.04,8,0.272,WITHDRAWAL
8.05,17,0.253,PAYMENT
67.37,12,0.601,TRANSFER
23.15,14,0.033,PAYMENT
747.0,20,0.108,PURCHASE
144.86,16,0.246,WITHDRAWAL
22.8,17,0.114,TRANSFER
58.24,7,0.332,PURCHASE
34.91,11,0.141,WITHDRAWAL
7.57,15,0.387,PURCHASE
132.28,15,0.4,PAYMENT
33.51,15,0.378,PURCHASE
981.31,16,0.421,WITHDRAWAL
166.4,11,0.297,TRANSFER
142.44,20,0.287,PAYMENT
104.75,9,0.276,TRANSFER
657.48,8,0.31,WITHDRAWAL
8.51,22,0.306,PURCHASE
191.24,10,0.398,PURCHASE
546.44,14,0.371,PURCHASE
25.57,10,0.025,TRANSFER
150.7,7,0.328,PAYMENT
21.88,17,0.137,WITHDRAWAL
40.66,15,0.325,WITHDRAWAL
119.25,12,0.063,PURCHASE
10.69,10,0.49,TRANSFER
18.43,11,0.122,TRANSFER
3.75,8,0.344,TRANSFER
409.11,18,0.226,PURCHASE
171.02,19,0.069,PAYMENT
3.54,20,0.583,WITHDRAWAL
108.06,21,0.151,PAYMENT
21.72,15,0.098,WITHDRAWAL
237.97,16,0.138,PAYMENT
1357.4,13,0.194,PURCHASE
404.53,19,0.319,WITHDRAWAL
26.35,16,0.154,TRANSFER
153.24,22,0.174,WITHDRAWAL
12.95,9,0.487,WITHDRAWAL
6.26,14,0.293,WITHDRAWAL
526.91,12,0.384,TRANSFER
1.4,14,0.151,WITHDRAWAL
61.2,16,0.396,TRANSFER
129.63,8,0.121,TRANSFER
97.54,14,0.204,PURCHASE
53.28,11,0.287,PAYMENT
13.33,11,0.144,WITHDRAWAL
5.49,11,0.282,PAYMENT
130.99,10,0.119,WITHDRAWAL
64.88,11,0.123,WITHDRAWAL
159.41,18,0.574,PAYMENT
52.5,16,0.01,WITHDRAWAL
31.81,8,0.217,PURCHASE
33.87,15,0.508,TRANSFER
585.3,13,0.417,WITHDRAWAL
10.79,10,0.66,WITHDRAWAL
26.86,17,0.072,TRANSFER
79.1,21,0.16,PAYMENT
32.84,16,0.555,TRANSFER
55.14,16,0.097,TRANSFER
13.43,16,0.221,PAYMENT
102.93,11,0.533,PAYMENT
25.74,9,0.058,PURCHASE
25.31,9,0.374,TRANSFER
89.66,22,0.56,TRANSFER
152.59,13,0.411,TRANSFER
1077.4,7,0.241,PAYMENT
121.25,7,0.17,PAYMENT
288.6,14,0.201,PAYMENT
2.21,12,0.259,PURCHASE
207.03,21,0.171,WITHDRAWAL
47.79,15,0.123,WITHDRAWAL
35.5,14,0.265,TRANSFER
6.45,10,0.123,WITHDRAWAL
50.67,15,0.208,PAYMENT
79.32,10,0.114,WITHDRAWAL
19.34,10,0.138,PAYMENT
19.62,17,0.093,WITHDRAWAL
455.34,15,0.116,PURCHASE
54.1,15,0.508,PURCHASE
221.67,17,0.193,PURCHASE
5.99,15,0.189,TRANSFER
24.23,15,0.354,TRANSFER
385.98,21,0.235,PAYMENT
4.27,12,0.157,WITHDRAWAL
36.73,17,0.162,TRANSFER
164.07,7,0.621,PURCHASE
46.46,10,0.525,PAYMENT
3.47,13,0.276,TRANSFER
787.27,15,0.499,PAYMENT
57.06,16,0.384,TRANSFER
66.83,15,0.212,TRANSFER
18.49,17,0.478,WITHDRAWAL
35.66,11,0.232,PAYMENT
343.77,15,0.411,PAYMENT
2468.36,13,0.219,WITHDRAWAL
18.36,9,0.033,WITHDRAWAL
243.11,9,0.093,WITHDRAWAL
47.65,7,0.247,WITHDRAWAL
26.29,13,0.357,PURCHASE
51.1,16,0.4,PAYMENT
61.05,16,0.369,TRANSFER
111.27,19,0.378,TRANSFER
55.56,19,0.257,WITHDRAWAL
6.21,17,0.346,PAYMENT
51.72,13,0.297,PAYMENT
12.24,7,0.274,WITHDRAWAL
1579.89,14,0.128,PAYMENT
36.5,11,0.191,PAYMENT
305.9,10,0.185,PAYMENT
984.2,17,0.309,TRANSFER
360.29,13,0.402,PAYMENT
3.64,20,0.241,PAYMENT
52.88,17,0.033,WITHDRAWAL
322.46,16,0.343,TRANSFER
14.56,16,0.313,PURCHASE
116.81,19,0.134,TRANSFER
256.69,10,0.146,PAYMENT
137.27,14,0.122,PAYMENT
153.84,13,0.242,PURCHASE
180.37,11,0.262,PAYMENT
58.91,22,0.513,PAYMENT
91.52,7,0.604,PURCHASE
35.22,10,0.185,WITHDRAWAL
213.53,7,0.371,WITHDRAWAL
32.39,13,0.219,TRANSFER
10.32,21,0.304,TRANSFER
27.44,17,0.279,TRANSFER
67.15,17,0.33,TRANSFER
76.61,9,0.67,PAYMENT
43.52,17,0.287,TRANSFER
23.07,10,0.493,TRANSFER
34.45,12,0.528,PAYMENT
436.76,8,0.242,PURCHASE
63.41,7,0.452,WITHDRAWAL
17.54,15,0.281,PAYMENT
81.31,11,0.473,PAYMENT
92.32,18,0.233,WITHDRAWAL
21.44,21,0.398,TRANSFER
1.91,10,0.806,WITHDRAWAL
46.01,16,0.224,TRANSFER
134.3,11,0.046,WITHDRAWAL
108.78,10,0.105,TRANSFER
259.27,18,0.385,WITHDRAWAL
22.47,13,0.273,PAYMENT
75.42,8,0.601,PAYMENT
60.55,17,0.22,PURCHASE
117.75,18,0.192,PAYMENT
26.25,15,0.059,TRANSFER
148.16,16,0.128,PAYMENT
57.63,7,0.243,PURCHASE
17.26,9,0.102,PAYMENT
641.85,16,0.337,TRANSFER
109.65,16,0.188,WITHDRAWAL
851.5,15,0.389,PURCHASE
828.64,15,0.351,PAYMENT
615.82,15,0.229,PAYMENT
273.23,14,0.087,PURCHASE
38.87,7,0.398,TRANSFER
2.98,9,0.2,TRANSFER
224.76,9,0.226,PURCHASE
11.68,17,0.095,TRANSFER
124.9,7,0.522,PURCHASE
9.67,12,0.198,PAYMENT
297.93,7,0.223,TRANSFER
168.98,9,0.347,WITHDRAWAL
148.84,19,0.03,PAYMENT
35.91,7,0.222,TRANSFER
77.16,11,0.426,WITHDRAWAL
37.33,21,0.054,TRANSFER
99.87,13,0.092,WITHDRAWAL
124.42,14,0.325,PURCHASE
27.56,13,0.138,PAYMENT
15.22,17,0.315,WITHDRAWAL
172.63,16,0.163,TRANSFER
19.27,7,0.409,PAYMENT
1380.58,17,0.317,WITHDRAWAL
208.65,7,0.309,WITHDRAWAL
129.87,11,0.382,PURCHASE
8.3,11,0.35,PAYMENT
38.83,16,0.068,PAYMENT
30.31,10,0.354,PAYMENT
3.01,19,0.153,PAYMENT
